GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06
1400000US36081031700,36081031700,"Census Tract 317, Queens County, New York",2398,180,(X),(X),209,110,8.7,4.4,354,163,14.8,6.4,57,53,16.1,14.6,825,188,34.4,7.9,70,67,8.5,7.6,173,102,7.2,4.2,69,73,39.9,32.3,13,21,0.5,0.9,13,21,100.0,79.0
1400000US36081032000,36081032000,"Census Tract 320, Queens County, New York",1070,69,(X),(X),58,48,5.4,4.4,27,29,2.5,2.7,0,11,0.0,54.8,112,72,10.5,6.5,58,48,51.8,31.9,0,11,0.0,2.8,0,11,-,**,71,59,6.6,5.5,0,11,0.0,33.0
1400000US36081032700,36081032700,"Census Tract 327, Queens County, New York",1131,100,(X),(X),253,84,22.4,7.3,610,115,53.9,8.2,156,68,25.6,10.9,201,84,17.8,7.1,46,31,22.9,14.8,119,57,10.5,5.2,51,36,42.9,27.6,0,11,0.0,2.6,0,11,-,**
1400000US36081032800,36081032800,"Census Tract 328, Queens County, New York",734,73,(X),(X),5,7,0.7,1.0,37,24,5.0,3.3,0,11,0.0,46.8,27,21,3.7,2.8,5,7,18.5,28.1,0,11,0.0,4.0,0,11,-,**,23,22,3.1,3.0,0,11,0.0,59.4
1400000US36081032900,36081032900,"Census Tract 329, Queens County, New York",1005,97,(X),(X),225,94,22.4,9.2,591,86,58.8,6.8,157,78,26.6,12.8,232,80,23.1,7.6,68,53,29.3,19.8,47,32,4.7,3.2,0,11,0.0,41.6,0,11,0.0,2.9,0,11,-,**
1400000US36081033000,36081033000,"Census Tract 330, Queens County, New York",1901,109,(X),(X),15,24,0.8,1.3,105,61,5.5,3.2,0,16,0.0,24.5,89,65,4.7,3.5,0,16,0.0,27.9,15,24,0.8,1.3,15,24,100.0,73.6,61,52,3.2,2.8,0,16,0.0,36.3
1400000US36081033100,36081033100,"Census Tract 331, Queens County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36081033401,36081033401,"Census Tract 334.01, Queens County, New York",1019,47,(X),(X),4,7,0.4,0.7,68,32,6.7,3.1,0,11,0.0,33.9,55,34,5.4,3.3,0,11,0.0,38.4,4,7,0.4,0.7,4,7,100.0,100.0,20,15,2.0,1.4,0,11,0.0,63.7
1400000US36081033402,36081033402,"Census Tract 334.02, Queens County, New York",6206,177,(X),(X),208,157,3.4,2.5,131,103,2.1,1.6,0,18,0.0,20.3,325,172,5.2,2.8,91,95,28.0,24.6,56,79,0.9,1.3,0,18,0.0,38.1,165,144,2.7,2.3,117,129,70.9,41.7
1400000US36081033700,36081033700,"Census Tract 337, Queens County, New York",923,86,(X),(X),342,92,37.1,9.0,620,102,67.2,7.1,249,99,40.2,13.6,138,61,15.0,6.8,29,23,21.0,17.9,109,29,11.8,3.2,64,27,58.7,20.6,6,10,0.7,1.1,0,11,0.0,100.0
1400000US36081033900,36081033900,"Census Tract 339, Queens County, New York",1118,84,(X),(X),413,126,36.9,10.8,626,121,56.0,9.5,307,120,49.0,15.9,138,69,12.3,6.1,49,46,35.5,26.5,161,75,14.4,6.6,57,52,35.4,25.6,9,14,0.8,1.3,0,11,0.0,95.0
1400000US36081034700,36081034700,"Census Tract 347, Queens County, New York",1010,58,(X),(X),271,66,26.8,6.3,667,88,66.0,7.2,213,65,31.9,9.7,127,57,12.6,5.6,0,11,0.0,20.9,73,31,7.2,3.1,58,34,79.5,27.6,4,7,0.4,0.7,0,11,0.0,100.0
1400000US36081035100,36081035100,"Census Tract 351, Queens County, New York",1536,114,(X),(X),449,128,29.2,7.9,938,148,61.1,7.2,376,107,40.1,10.8,42,29,2.7,1.9,6,9,14.3,23.0,222,96,14.5,6.3,59,55,26.6,22.0,16,19,1.0,1.3,8,14,50.0,50.0
1400000US36081035200,36081035200,"Census Tract 352, Queens County, New York",786,43,(X),(X),20,26,2.5,3.3,49,35,6.2,4.4,5,10,10.2,18.7,42,35,5.3,4.4,15,24,35.7,41.3,10,16,1.3,2.0,0,11,0.0,90.1,0,11,0.0,3.7,0,11,-,**
1400000US36081035300,36081035300,"Census Tract 353, Queens County, New York",733,60,(X),(X),223,57,30.4,7.5,543,67,74.1,7.1,218,58,40.1,9.6,43,29,5.9,3.8,0,11,0.0,43.5,15,11,2.0,1.5,5,7,33.3,50.6,0,11,0.0,4.0,0,11,-,**
1400000US36081035700,36081035700,"Census Tract 357, Queens County, New York",1229,117,(X),(X),115,71,9.4,5.5,379,113,30.8,8.1,67,52,17.7,12.0,140,64,11.4,5.1,28,36,20.0,21.8,38,37,3.1,3.1,20,33,52.6,52.6,25,30,2.0,2.4,0,11,0.0,57.0
1400000US36081035800,36081035800,"Census Tract 358, Queens County, New York",1252,57,(X),(X),17,19,1.4,1.5,67,56,5.4,4.5,0,11,0.0,34.3,127,66,10.1,5.1,17,19,13.4,14.8,0,11,0.0,2.4,0,11,-,**,9,13,0.7,1.0,0,11,0.0,95.0
1400000US36081036100,36081036100,"Census Tract 361, Queens County, New York",721,52,(X),(X),159,60,22.1,8.1,456,75,63.2,9.1,147,56,32.2,10.8,59,35,8.2,4.9,12,18,20.3,29.8,0,11,0.0,4.1,0,11,-,**,9,11,1.2,1.5,0,11,0.0,95.0
1400000US36081036300,36081036300,"Census Tract 363, Queens County, New York",588,53,(X),(X),114,45,19.4,7.3,404,72,68.7,9.4,114,45,28.2,10.2,15,10,2.6,1.7,0,11,0.0,73.6,0,11,0.0,5.0,0,11,-,**,0,11,0.0,5.0,0,11,-,**
1400000US36081036500,36081036500,"Census Tract 365, Queens County, New York",857,77,(X),(X),303,76,35.4,8.5,532,83,62.1,8.2,276,76,51.9,11.0,67,41,7.8,4.7,0,11,0.0,34.3,37,29,4.3,3.4,27,25,73.0,27.8,0,11,0.0,3.4,0,11,-,**
1400000US36081036600,36081036600,"Census Tract 366, Queens County, New York",975,43,(X),(X),0,11,0.0,3.0,48,33,4.9,3.4,0,11,0.0,41.1,36,34,3.7,3.5,0,11,0.0,47.5,0,11,0.0,3.0,0,11,-,**,5,7,0.5,0.8,0,11,0.0,100.0
1400000US36081036700,36081036700,"Census Tract 367, Queens County, New York",756,72,(X),(X),99,50,13.1,6.5,322,72,42.6,8.4,76,47,23.6,13.8,73,34,9.7,4.4,18,23,24.7,28.2,20,17,2.6,2.3,5,7,25.0,33.4,16,14,2.1,1.9,0,11,0.0,71.2
1400000US36081036800,36081036800,"Census Tract 368, Queens County, New York",770,49,(X),(X),0,11,0.0,3.8,60,37,7.8,4.7,0,11,0.0,36.7,42,34,5.5,4.4,0,11,0.0,44.0,0,11,0.0,3.8,0,11,-,**,18,16,2.3,2.1,0,11,0.0,67.2
1400000US36081037100,36081037100,"Census Tract 371, Queens County, New York",501,48,(X),(X),78,42,15.6,8.1,211,61,42.1,11.3,66,41,31.3,16.0,48,34,9.6,6.8,12,18,25.0,33.1,32,24,6.4,4.8,0,11,0.0,50.4,0,11,0.0,5.8,0,11,-,**
1400000US36081037300,36081037300,"Census Tract 373, Queens County, New York",679,49,(X),(X),158,48,23.3,6.8,399,71,58.8,8.5,136,45,34.1,10.8,45,28,6.6,4.1,0,11,0.0,42.5,75,33,11.0,4.9,22,21,29.3,25.1,0,11,0.0,4.3,0,11,-,**
1400000US36081037500,36081037500,"Census Tract 375, Queens County, New York",925,72,(X),(X),348,87,37.6,8.8,792,88,85.6,5.5,328,88,41.4,9.6,31,27,3.4,2.9,10,15,32.3,39.7,23,13,2.5,1.5,10,11,43.5,34.7,21,26,2.3,2.8,0,11,0.0,62.2
1400000US36081037600,36081037600,"Census Tract 376, Queens County, New York",1937,74,(X),(X),48,37,2.5,1.9,168,90,8.7,4.6,20,22,11.9,14.5,162,85,8.4,4.4,28,31,17.3,20.1,0,16,0.0,1.5,0,16,-,**,55,53,2.8,2.7,0,16,0.0,38.4
1400000US36081037700,36081037700,"Census Tract 377, Queens County, New York",821,67,(X),(X),287,76,35.0,8.6,661,75,80.5,6.3,282,77,42.7,10.2,16,18,1.9,2.2,0,11,0.0,71.2,10,12,1.2,1.4,5,9,50.0,50.0,0,11,0.0,3.6,0,11,-,**
1400000US36081037900,36081037900,"Census Tract 379, Queens County, New York",1389,85,(X),(X),480,133,34.6,9.6,1175,143,84.6,8.6,429,124,36.5,10.3,18,20,1.3,1.4,0,16,0.0,67.2,85,67,6.1,4.8,51,55,60.0,41.5,0,16,0.0,2.1,0,16,-,**
1400000US36081038100,36081038100,"Census Tract 381, Queens County, New York",1830,87,(X),(X),533,134,29.1,6.9,1206,116,65.9,5.2,485,130,40.2,10.1,58,37,3.2,2.0,10,17,17.2,29.7,64,44,3.5,2.4,38,36,59.4,29.6,10,16,0.5,0.9,0,16,0.0,90.1
1400000US36081038301,36081038301,"Census Tract 383.01, Queens County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36081038302,36081038302,"Census Tract 383.02, Queens County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36081038400,36081038400,"Census Tract 384, Queens County, New York",705,52,(X),(X),33,31,4.7,4.3,50,40,7.1,5.7,6,9,12.0,19.8,118,62,16.7,8.5,27,30,22.9,24.9,0,11,0.0,4.2,0,11,-,**,1,5,0.1,0.7,0,11,0.0,100.0
1400000US36081039400,36081039400,"Census Tract 394, Queens County, New York",933,47,(X),(X),15,14,1.6,1.5,69,37,7.4,3.9,0,11,0.0,33.6,92,41,9.9,4.4,15,14,16.3,14.5,0,11,0.0,3.2,0,11,-,**,0,11,0.0,3.2,0,11,-,**
1400000US36081039800,36081039800,"Census Tract 398, Queens County, New York",509,32,(X),(X),0,11,0.0,5.7,23,32,4.5,6.3,0,11,0.0,59.4,46,30,9.0,5.8,0,11,0.0,42.0,0,11,0.0,5.7,0,11,-,**,13,18,2.6,3.6,0,11,0.0,79.0
1400000US36081039900,36081039900,"Census Tract 399, Queens County, New York",946,86,(X),(X),392,115,41.4,11.9,737,104,77.9,7.4,363,114,49.3,14.0,38,20,4.0,2.2,0,11,0.0,46.2,57,37,6.0,4.0,29,16,50.9,35.5,0,11,0.0,3.1,0,11,-,**
1400000US36081040000,36081040000,"Census Tract 400, Queens County, New York",430,31,(X),(X),0,11,0.0,6.7,9,10,2.1,2.2,0,11,0.0,95.0,46,34,10.7,8.0,0,11,0.0,42.0,0,11,0.0,6.7,0,11,-,**,5,8,1.2,1.8,0,11,0.0,100.0
1400000US36081040100,36081040100,"Census Tract 401, Queens County, New York",1618,112,(X),(X),828,153,51.2,8.8,1324,131,81.8,5.5,704,151,53.2,10.0,48,46,3.0,2.8,38,44,79.2,37.8,208,76,12.9,4.8,86,50,41.3,23.9,0,16,0.0,1.8,0,16,-,**
1400000US36081040200,36081040200,"Census Tract 402, Queens County, New York",433,31,(X),(X),1,5,0.2,1.1,20,18,4.6,4.2,0,11,0.0,63.7,26,22,6.0,5.0,1,5,3.8,19.5,7,10,1.6,2.2,0,11,0.0,100.0,15,23,3.5,5.2,0,11,0.0,73.6
1400000US36081040300,36081040300,"Census Tract 403, Queens County, New York",1629,95,(X),(X),592,139,36.3,8.1,1379,117,84.7,4.7,502,131,36.4,9.0,21,33,1.3,2.0,0,16,0.0,62.2,178,72,10.9,4.3,90,50,50.6,23.8,0,16,0.0,1.8,0,16,-,**
1400000US36081040400,36081040400,"Census Tract 404, Queens County, New York",1307,74,(X),(X),76,64,5.8,4.9,118,65,9.0,4.9,43,50,36.4,32.8,112,69,8.6,5.2,0,11,0.0,23.2,34,41,2.6,3.2,10,15,29.4,55.0,32,40,2.4,3.0,23,37,71.9,53.6
1400000US36081040500,36081040500,"Census Tract 405, Queens County, New York",783,57,(X),(X),382,85,48.8,9.8,706,69,90.2,4.8,367,84,52.0,10.4,0,11,0.0,3.8,0,11,-,**,28,19,3.6,2.4,15,14,53.6,35.2,0,11,0.0,3.8,0,11,-,**
1400000US36081040700,36081040700,"Census Tract 407, Queens County, New York",1922,101,(X),(X),914,148,47.6,7.2,1635,131,85.1,5.2,859,145,52.5,7.6,78,45,4.1,2.4,40,38,51.3,33.2,53,31,2.8,1.6,15,16,28.3,31.2,24,28,1.2,1.5,0,16,0.0,58.2
1400000US36081040900,36081040900,"Census Tract 409, Queens County, New York",1261,90,(X),(X),595,124,47.2,8.5,1046,110,83.0,6.3,546,126,52.2,9.5,47,36,3.7,2.9,0,16,0.0,41.6,104,58,8.2,4.5,49,43,47.1,30.8,0,16,0.0,2.3,0,16,-,**
1400000US36081041100,36081041100,"Census Tract 411, Queens County, New York",897,56,(X),(X),255,66,28.4,7.4,712,81,79.4,6.3,196,66,27.5,9.2,29,25,3.2,2.7,0,11,0.0,52.9,117,44,13.0,5.1,59,30,50.4,20.7,0,11,0.0,3.3,0,11,-,**
1400000US36081041300,36081041300,"Census Tract 413, Queens County, New York",942,98,(X),(X),364,110,38.6,11.2,654,112,69.4,8.1,288,101,44.0,14.7,106,55,11.3,5.8,49,42,46.2,37.3,92,53,9.8,5.8,27,27,29.3,26.6,0,11,0.0,3.1,0,11,-,**
1400000US36081041400,36081041400,"Census Tract 414, Queens County, New York",1305,92,(X),(X),22,31,1.7,2.4,160,83,12.3,6.2,16,26,10.0,16.3,34,32,2.6,2.5,0,11,0.0,48.9,0,11,0.0,2.3,0,11,-,**,46,43,3.5,3.3,6,18,13.0,38.1
1400000US36081041500,36081041500,"Census Tract 415, Queens County, New York",1095,86,(X),(X),571,119,52.1,10.3,757,121,69.1,8.3,480,116,63.4,11.4,117,63,10.7,5.8,25,29,21.4,23.4,105,49,9.6,4.5,66,46,62.9,24.7,19,29,1.7,2.6,0,11,0.0,65.4
1400000US36081042400,36081042400,"Census Tract 424, Queens County, New York",726,53,(X),(X),0,11,0.0,4.0,32,23,4.4,3.1,0,11,0.0,50.4,39,28,5.4,3.8,0,11,0.0,45.6,14,15,1.9,2.0,0,11,0.0,76.1,0,11,0.0,4.0,0,11,-,**
1400000US36081042600,36081042600,"Census Tract 426, Queens County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36081042700,36081042700,"Census Tract 427, Queens County, New York",1256,75,(X),(X),534,136,42.5,10.3,1060,106,84.4,6.0,423,129,39.9,11.3,74,49,5.9,3.9,33,37,44.6,34.4,115,54,9.2,4.3,78,51,67.8,22.1,0,16,0.0,2.4,0,16,-,**
1400000US36081043200,36081043200,"Census Tract 432, Queens County, New York",398,28,(X),(X),9,14,2.3,3.6,33,23,8.3,5.7,0,11,0.0,49.6,15,16,3.8,4.1,0,11,0.0,73.6,9,14,2.3,3.6,9,14,100.0,95.0,0,11,0.0,7.3,0,11,-,**
1400000US36081043400,36081043400,"Census Tract 434, Queens County, New York",498,37,(X),(X),0,11,0.0,5.8,16,14,3.2,2.9,0,11,0.0,71.2,5,7,1.0,1.5,0,11,0.0,100.0,17,21,3.4,4.2,0,11,0.0,69.1,37,26,7.4,5.2,0,11,0.0,46.8
1400000US36081043701,36081043701,"Census Tract 437.01, Queens County, New York",825,67,(X),(X),263,80,31.9,9.2,614,87,74.4,8.0,231,76,37.6,10.9,68,33,8.2,4.1,16,25,23.5,32.7,37,23,4.5,2.8,16,17,43.2,34.8,0,11,0.0,3.6,0,11,-,**
1400000US36081043702,36081043702,"Census Tract 437.02, Queens County, New York",2239,100,(X),(X),490,175,21.9,7.7,1054,175,47.1,7.5,311,152,29.5,14.1,177,112,7.9,4.9,16,27,9.0,15.6,343,96,15.3,4.3,163,104,47.5,22.3,0,16,0.0,1.3,0,16,-,**
1400000US36081043900,36081043900,"Census Tract 439, Queens County, New York",1187,87,(X),(X),565,132,47.6,10.1,969,122,81.6,7.8,533,146,55.0,12.5,10,20,0.8,1.7,0,11,0.0,90.1,76,61,6.4,5.1,32,40,42.1,41.0,20,32,1.7,2.7,0,11,0.0,63.7
1400000US36081044000,36081044000,"Census Tract 440, Queens County, New York",1067,112,(X),(X),36,39,3.4,3.5,121,66,11.3,5.9,36,39,29.8,27.3,72,52,6.7,4.9,0,11,0.0,32.7,7,12,0.7,1.1,0,11,0.0,100.0,39,28,3.7,2.8,0,11,0.0,45.6
1400000US36081044301,36081044301,"Census Tract 443.01, Queens County, New York",1277,113,(X),(X),696,118,54.5,8.5,671,148,52.5,10.1,380,118,56.6,11.1,100,64,7.8,4.9,33,37,33.0,34.7,311,86,24.4,7.0,283,85,91.0,10.4,8,13,0.6,1.0,0,11,0.0,100.0
1400000US36081044302,36081044302,"Census Tract 443.02, Queens County, New York",1357,111,(X),(X),482,123,35.5,8.6,617,128,45.5,7.5,197,111,31.9,16.1,112,51,8.3,3.7,28,24,25.0,19.9,447,76,32.9,5.9,257,76,57.5,14.0,7,12,0.5,0.9,0,11,0.0,100.0
1400000US36081044400,36081044400,"Census Tract 444, Queens County, New York",972,67,(X),(X),330,80,34.0,7.7,376,84,38.7,7.8,236,77,62.8,13.6,129,51,13.3,5.3,62,37,48.1,20.0,16,14,1.6,1.4,16,14,100.0,71.2,29,32,3.0,3.3,16,26,55.2,55.2
1400000US36081044601,36081044601,"Census Tract 446.01, Queens County, New York",1203,77,(X),(X),496,114,41.2,8.8,489,121,40.6,9.3,322,114,65.8,13.9,277,96,23.0,8.2,141,72,50.9,19.0,51,42,4.2,3.5,19,31,37.3,47.0,14,22,1.2,1.8,14,22,100.0,76.1
1400000US36081044602,36081044602,"Census Tract 446.02, Queens County, New York",1365,81,(X),(X),291,107,21.3,7.9,365,105,26.7,7.5,144,83,39.5,18.7,507,91,37.1,6.4,147,71,29.0,13.3,47,34,3.4,2.5,0,11,0.0,41.6,0,11,0.0,2.2,0,11,-,**
1400000US36081044800,36081044800,"Census Tract 448, Queens County, New York",762,48,(X),(X),146,49,19.2,6.3,184,52,24.1,6.6,63,37,34.2,16.0,336,71,44.1,8.8,73,35,21.7,10.7,33,21,4.3,2.6,10,12,30.3,29.8,18,23,2.4,3.0,0,11,0.0,67.2
1400000US36081045000,36081045000,"Census Tract 450, Queens County, New York",578,36,(X),(X),94,38,16.3,6.5,115,45,19.9,7.8,44,32,38.3,20.9,203,52,35.1,8.3,31,23,15.3,11.3,76,33,13.1,5.6,19,14,25.0,17.1,6,9,1.0,1.5,0,11,0.0,100.0
1400000US36081045200,36081045200,"Census Tract 452, Queens County, New York",184,45,(X),(X),26,24,14.1,12.2,14,11,7.6,6.2,0,11,0.0,76.1,92,43,50.0,19.6,26,24,28.3,22.5,16,16,8.7,8.8,0,11,0.0,71.2,29,28,15.8,14.0,0,11,0.0,52.9
1400000US36081045400,36081045400,"Census Tract 454, Queens County, New York",1453,84,(X),(X),301,97,20.7,6.7,110,69,7.6,4.6,41,47,37.3,31.4,742,120,51.1,8.2,230,89,31.0,11.5,134,70,9.2,4.9,30,34,22.4,25.6,0,11,0.0,2.0,0,11,-,**
1400000US36081045500,36081045500,"Census Tract 455, Queens County, New York",4622,221,(X),(X),649,312,14.0,6.7,1317,356,28.5,7.1,358,228,27.2,15.2,922,313,19.9,6.8,209,143,22.7,13.9,90,115,1.9,2.5,0,18,0.0,27.7,596,263,12.9,5.7,82,132,13.8,19.6
1400000US36081045600,36081045600,"Census Tract 456, Queens County, New York",316,33,(X),(X),57,32,18.0,9.7,58,33,18.4,9.9,7,10,12.1,17.5,129,38,40.8,11.3,38,27,29.5,17.9,83,30,26.3,9.6,12,13,14.5,14.5,0,11,0.0,9.1,0,11,-,**
1400000US36081045700,36081045700,"Census Tract 457, Queens County, New York",956,108,(X),(X),299,88,31.3,8.4,185,79,19.4,7.7,66,57,35.7,26.5,56,42,5.9,4.4,27,33,48.2,41.4,556,93,58.2,8.6,206,75,37.1,11.7,0,11,0.0,3.1,0,11,-,**
1400000US36081045800,36081045800,"Census Tract 458, Queens County, New York",663,50,(X),(X),150,53,22.6,7.7,69,38,10.4,5.6,19,23,27.5,30.3,267,64,40.3,9.2,121,54,45.3,14.9,67,32,10.1,4.7,10,11,14.9,14.7,22,16,3.3,2.4,0,11,0.0,60.7
1400000US36081045900,36081045900,"Census Tract 459, Queens County, New York",1052,101,(X),(X),351,113,33.4,10.3,393,120,37.4,10.1,116,72,29.5,15.7,67,43,6.4,4.0,16,23,23.9,33.7,481,96,45.7,8.9,219,78,45.5,12.9,0,11,0.0,2.8,0,11,-,**
1400000US36081046000,36081046000,"Census Tract 460, Queens County, New York",1891,94,(X),(X),603,133,31.9,6.5,503,134,26.6,6.4,294,126,58.4,16.1,576,110,30.5,6.0,222,84,38.5,13.0,91,54,4.8,2.9,59,44,64.8,24.7,28,36,1.5,1.9,28,36,100.0,53.8
1400000US36081046100,36081046100,"Census Tract 461, Queens County, New York",719,64,(X),(X),280,75,38.9,9.7,281,70,39.1,7.9,109,53,38.8,14.8,76,37,10.6,5.1,26,24,34.2,25.3,308,60,42.8,8.5,145,53,47.1,12.5,0,11,0.0,4.1,0,11,-,**
1400000US36081046200,36081046200,"Census Tract 462, Queens County, New York",2134,129,(X),(X),465,152,21.8,7.1,692,174,32.4,7.7,176,111,25.4,16.6,661,170,31.0,8.1,224,107,33.9,15.1,56,46,2.6,2.1,0,16,0.0,38.1,65,54,3.0,2.5,65,54,100.0,34.9
1400000US36081046300,36081046300,"Census Tract 463, Queens County, New York",1009,108,(X),(X),473,92,46.9,7.7,588,100,58.3,7.0,265,84,45.1,11.6,75,48,7.4,4.7,22,24,29.3,29.4,277,84,27.5,7.8,178,69,64.3,13.5,8,13,0.8,1.3,8,13,100.0,100.0
1400000US36081046400,36081046400,"Census Tract 464, Queens County, New York",449,51,(X),(X),41,36,9.1,7.7,105,49,23.4,10.2,22,27,21.0,23.0,108,45,24.1,9.5,14,22,13.0,19.0,46,30,10.2,6.4,5,9,10.9,19.1,14,15,3.1,3.3,0,11,0.0,76.1
1400000US36081046500,36081046500,"Census Tract 465, Queens County, New York",906,68,(X),(X),535,98,59.1,10.4,750,84,82.8,7.5,446,101,59.5,11.0,54,41,6.0,4.4,14,23,25.9,32.6,82,42,9.1,4.5,75,39,91.5,12.4,0,11,0.0,3.3,0,11,-,**
1400000US36081046600,36081046600,"Census Tract 466, Queens County, New York",1414,62,(X),(X),125,74,8.8,5.2,154,74,10.9,5.1,54,51,35.1,24.7,475,121,33.6,8.7,71,56,14.9,11.7,120,50,8.5,3.6,0,11,0.0,21.9,39,30,2.8,2.2,0,11,0.0,45.6
1400000US36081046700,36081046700,"Census Tract 467, Queens County, New York",2081,154,(X),(X),857,226,41.2,10.6,1322,219,63.5,10.1,545,195,41.2,14.6,179,103,8.6,4.9,134,97,74.9,20.5,344,164,16.5,7.7,178,120,51.7,25.2,0,16,0.0,1.4,0,16,-,**
1400000US36081046800,36081046800,"Census Tract 468, Queens County, New York",987,76,(X),(X),129,81,13.1,7.9,212,80,21.5,7.8,80,69,37.7,25.5,180,73,18.2,7.1,31,34,17.2,18.1,142,54,14.4,5.5,2,13,1.4,8.8,16,25,1.6,2.6,16,25,100.0,71.2
1400000US36081046900,36081046900,"Census Tract 469, Queens County, New York",2704,154,(X),(X),1394,228,51.6,8.0,1369,230,50.6,7.8,794,184,58.0,11.3,360,125,13.3,4.7,206,97,57.2,23.0,647,184,23.9,7.0,369,155,57.0,14.6,25,40,0.9,1.5,25,40,100.0,57.0
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",839,54,(X),(X),83,39,9.9,4.7,144,50,17.2,5.8,15,16,10.4,11.1,188,58,22.4,6.8,54,30,28.7,13.3,40,17,4.8,2.0,4,6,10.0,14.0,22,26,2.6,3.1,10,18,45.5,54.5
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",1335,94,(X),(X),512,115,38.4,8.5,350,86,26.2,5.9,131,61,37.4,15.1,275,82,20.6,6.1,79,54,28.7,17.4,577,103,43.2,7.6,302,86,52.3,14.3,10,14,0.7,1.1,0,11,0.0,90.1
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",1332,70,(X),(X),180,71,13.5,5.2,218,80,16.4,5.9,77,66,35.3,23.8,301,96,22.6,7.2,62,35,20.6,12.3,203,65,15.2,4.9,41,25,20.2,10.5,88,69,6.6,5.1,0,11,0.0,28.2
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",1563,105,(X),(X),440,118,28.2,7.3,268,92,17.1,5.5,96,60,35.8,18.6,237,88,15.2,5.8,38,27,16.0,12.2,716,119,45.8,6.9,306,101,42.7,12.2,38,47,2.4,3.0,0,11,0.0,46.2
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",1438,123,(X),(X),501,141,34.8,8.8,346,113,24.1,7.7,120,88,34.7,19.6,190,81,13.2,5.5,105,70,55.3,25.2,673,129,46.8,8.4,255,87,37.9,11.1,50,49,3.5,3.3,21,34,42.0,54.8
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",459,26,(X),(X),25,17,5.4,3.7,60,39,13.1,8.2,0,11,0.0,36.7,137,49,29.8,10.5,4,7,2.9,4.8,59,30,12.9,6.5,21,16,35.6,28.5,20,31,4.4,6.8,0,11,0.0,63.7
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",2160,129,(X),(X),96,76,4.4,3.5,335,178,15.5,8.2,33,54,9.9,16.1,433,191,20.0,8.7,37,43,8.5,10.8,122,81,5.6,3.8,26,33,21.3,26.7,118,120,5.5,5.5,0,16,0.0,22.2
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",1661,105,(X),(X),631,111,38.0,6.0,276,103,16.6,5.8,85,62,30.8,21.0,161,69,9.7,4.3,66,43,41.0,21.6,1036,117,62.4,5.8,480,101,46.3,8.0,0,16,0.0,1.8,0,16,-,**
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",640,58,(X),(X),64,38,10.0,5.9,170,66,26.6,10.2,25,24,14.7,13.4,125,59,19.5,8.4,21,25,16.8,19.2,80,30,12.5,4.7,18,22,22.5,22.8,5,8,0.8,1.2,0,11,0.0,100.0
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",2085,172,(X),(X),653,191,31.3,8.9,616,215,29.5,9.7,237,125,38.5,18.3,484,163,23.2,7.7,143,79,29.5,16.3,438,149,21.0,7.4,273,133,62.3,16.5,0,16,0.0,1.4,0,16,-,**
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",371,31,(X),(X),14,14,3.8,3.8,40,26,10.8,7.0,4,7,10.0,17.8,49,27,13.2,7.1,0,11,0.0,40.7,26,19,7.0,5.1,10,16,38.5,42.7,10,10,2.7,2.8,0,11,0.0,90.1
